Pose_Class,kpt_0,kpt_1,kpt_2,kpt_3,kpt_4,kpt_5,kpt_6,kpt_7,kpt_8,kpt_9,kpt_10,kpt_11,kpt_12,kpt_13,kpt_14,kpt_15,kpt_16,kpt_17,kpt_18,kpt_19,kpt_20,kpt_21,kpt_22,kpt_23,kpt_24,kpt_25,kpt_26,kpt_27,kpt_28,kpt_29,kpt_30,kpt_31,kpt_32,kpt_33
정면_누움,343.7655,379.3365,334.64316,363.451,338.64066,383.0737,349.92514,323.1931,353.91614,371.28754,382.85168,273.58676,402.93933,371.42004,418.89697,269.83618,430.90186,363.25824,350.96277,314.69012,379.42145,338.38422,614.69275,285.97495,623.4333,357.3092,687.4491,267.77158,704.39526,439.03915,844.1223,292.35004,854.4061,456.07623
정면_누움,344.8751,379.66144,334.711,364.3022,334.63745,384.61505,343.30237,335.34662,343.43875,385.28668,386.8945,285.08435,393.69156,387.1349,429.59406,243.60028,435.85205,396.943,377.653,312.6761,378.18542,393.99066,609.82477,306.86356,610.4555,375.15118,728.9882,294.21167,726.7009,411.6643,878.49097,320.6598,873.4424,433.05728
정면_누움,348.2689,380.42175,339.05164,364.37286,339.48547,383.43985,350.65833,329.3193,351.23578,376.94678,389.5594,283.54443,404.02808,374.57138,437.56403,261.20004,433.75677,363.54153,367.78705,311.7947,376.56476,347.08243,610.81396,309.8355,617.7691,374.504,697.4497,295.29944,712.29553,434.46802,866.57544,302.62735,863.71204,447.97974
정면_누움,348.4086,383.16034,339.4549,365.9387,339.55106,386.8159,351.7914,328.0111,350.82407,379.17245,389.0606,280.4643,403.78403,378.7239,432.41495,257.8815,435.38507,369.9867,360.54813,309.976,376.1157,342.31512,609.9928,306.5132,616.317,374.58484,700.1112,292.3011,712.2357,437.259,867.53156,308.594,863.3971,452.62457
정면_누움,340.7915,380.86237,331.62845,367.16815,333.55325,382.3744,341.33752,338.98785,346.56256,377.23682,387.0658,292.5904,396.08777,366.1587,429.84076,249.2132,428.62665,347.4186,377.6808,311.5885,380.41388,358.62546,606.4738,317.36786,608.13904,373.4347,725.98834,305.38574,725.3454,411.1043,873.5316,331.60968,863.4695,443.234
정면_누움,341.60623,379.97287,332.2505,365.7793,333.57672,383.8319,341.2159,336.87033,344.80722,381.4801,385.00348,286.14236,392.6342,381.076,431.35022,248.55084,436.8191,388.7576,373.49762,317.13492,377.21185,380.48724,603.38904,308.69098,604.5919,373.46423,719.845,302.22333,716.9804,416.90924,876.23834,327.7417,868.1898,439.05804
정면_누움,344.11508,377.76462,335.96045,360.47272,337.7719,380.75714,351.93555,318.30954,352.18112,367.58832,387.08682,272.22324,403.95605,369.15854,424.4802,269.3783,427.96985,353.29108,355.23785,318.50314,374.53604,333.09332,625.5123,298.71368,633.1165,370.43884,689.8896,265.57538,710.0086,442.5658,844.14453,287.94012,857.00336,455.17203
정면_누움,347.7296,381.17694,337.9897,365.4873,341.97296,384.45538,353.41266,325.56964,357.28854,372.31503,390.39682,280.3025,407.3537,366.82623,433.9762,273.61548,432.4986,346.77502,364.25308,320.4519,376.1074,329.9291,612.39435,297.92404,619.5474,363.34772,692.077,279.19885,707.3268,438.04846,844.369,296.1429,855.43274,454.3952
정면_누움,348.58142,378.8067,339.24866,362.08606,342.37537,382.32758,355.2141,320.8207,357.7056,370.37354,390.11847,274.2412,410.0943,373.0804,439.59827,265.51785,438.26974,353.28317,364.83252,301.6878,385.38568,320.47217,622.75195,305.47784,632.1583,378.59116,690.59015,272.9981,707.19147,456.2155,847.19714,294.6403,852.7557,470.32837
정면_누움,350.21213,375.07117,339.0593,355.4835,340.68054,381.5164,356.5147,312.35645,353.54492,374.2594,390.8738,267.26965,407.30383,377.52832,433.55383,267.43607,436.48157,379.3648,364.37717,300.88464,390.92307,342.92883,611.86127,291.82214,617.32715,368.4135,690.1857,277.89386,702.3747,454.51086,849.3324,298.69794,853.80396,469.1175
정면_누움,322.24066,333.67108,318.82715,321.2855,318.60858,334.26038,346.72992,298.56488,340.54565,330.90338,384.94974,275.0724,388.7324,345.18988,411.56363,279.38333,405.80316,319.65036,348.09946,272.62885,374.89014,265.5343,611.0062,305.4673,609.75385,366.80728,695.38025,280.54135,701.7181,442.4842,846.143,301.696,852.01953,465.31226
정면_누움,341.85837,333.90085,335.86942,323.2583,334.098,333.6777,344.74274,305.0735,340.63684,333.13766,379.98175,282.6315,381.84467,340.2533,434.19366,278.0667,402.61884,305.7729,394.81165,278.83365,388.01624,264.23816,599.1997,312.07288,601.79315,366.62952,689.0151,291.72253,702.34686,429.64783,863.81323,311.0027,862.4075,462.78268
정면_누움,342.30453,330.09003,338.0703,320.24805,335.44434,331.5111,343.5794,304.9583,340.53906,333.61923,374.0728,278.90027,378.09058,343.8524,425.92438,259.77716,407.97882,311.31357,393.6283,292.06094,397.89752,286.54056,590.24133,307.65186,593.6885,364.70535,685.41205,290.31042,698.28564,429.6165,867.34674,315.7598,867.21484,455.25958
정면_누움,338.42636,336.1416,334.18356,324.4428,331.64993,337.0441,343.27286,305.7448,339.2496,337.44635,374.99146,276.46075,377.55466,348.94904,427.28674,255.41049,406.57864,316.97546,392.59277,283.2256,393.49207,284.7562,590.28485,311.03076,592.5373,372.66028,695.3375,286.7248,708.03015,438.28174,869.5259,322.7888,868.51965,475.12085
정면_누움,339.63257,338.12445,334.94772,326.68054,332.6845,339.72424,344.46808,306.56448,341.37958,339.39743,378.4225,274.97223,379.82776,351.57712,439.66644,257.02975,407.4273,322.92236,398.06223,280.54715,394.4217,282.6973,596.41614,310.06082,599.5269,373.7849,686.8219,281.6016,704.263,440.12946,865.7763,309.45166,866.58496,467.8955
정면_누움,335.3134,338.61444,329.56598,327.54382,332.75095,339.85593,346.98993,302.0847,349.19736,333.3814,379.83298,267.9224,386.8592,342.0108,426.16626,272.19617,407.18585,324.05637,374.66104,292.4478,389.97806,288.94995,596.54333,297.1152,599.3895,361.34402,677.1687,275.37558,690.5365,445.33075,844.96155,303.81818,852.69635,474.74176
정면_누움,338.63348,340.03998,333.57468,327.4654,330.14822,341.6548,344.69922,305.16818,337.82068,340.95184,374.8819,275.02603,377.97083,349.011,426.4665,261.72607,404.47357,325.88812,392.98254,286.08118,392.55627,293.14676,587.4005,304.8642,589.651,366.39465,688.9613,288.08313,700.83936,434.903,863.183,312.48083,861.8069,466.45303
정면_누움,333.46075,344.523,327.76843,331.6178,323.11063,346.29086,337.86765,313.0346,330.38446,349.63397,375.9417,286.28085,370.25092,351.59192,416.78345,241.03839,399.6032,316.10556,393.5771,271.55927,391.11813,283.5064,586.2248,314.5919,579.7245,368.58856,710.26215,312.3803,705.01215,414.3919,872.85254,357.26596,866.1902,463.1064
정면_누움,338.78543,342.94394,333.76752,328.87537,329.4843,342.94775,345.85602,304.07825,336.2088,339.77496,378.17722,279.23956,380.74124,346.96014,419.83374,272.22952,404.9461,317.82822,379.89255,281.32278,388.12714,273.19202,599.74097,309.50983,600.2555,367.8558,696.6814,290.8257,706.0303,430.19623,865.565,319.1632,860.6233,465.41992
정면_누움,338.86444,339.89673,334.3074,326.3541,330.46072,341.91653,344.062,303.33203,336.258,341.0843,372.5739,274.01068,374.13092,351.5395,425.67892,266.73038,403.58386,332.94162,390.4794,288.3876,391.31686,293.70026,580.22314,303.72858,581.7782,367.17828,685.5704,288.21024,698.6703,440.8393,865.9399,319.65604,863.7546,471.28137
정면_누움,339.3604,341.2791,334.1009,327.84216,331.10858,342.10086,343.92307,303.99518,337.48108,339.67004,375.78802,277.0424,377.41943,347.98328,422.86734,265.52246,404.9412,322.3562,384.15363,288.52725,389.45526,283.98383,588.2858,308.6151,588.0832,368.394,696.6173,293.5092,700.053,434.73987,869.6575,323.26706,860.2116,467.6669
정면_누움,338.89944,344.47617,333.39706,329.78677,329.49762,346.57648,343.9343,304.00037,335.71655,345.22528,373.87872,273.7597,372.2516,355.64133,420.61038,265.6912,391.11755,352.44116,386.92728,293.29425,373.63922,334.26376,584.4633,304.4677,583.0115,368.57928,690.1267,293.63828,694.79333,436.66464,871.4933,317.79712,863.62744,464.45215
정면_누움,339.70615,346.1046,334.33243,331.5516,330.33786,346.7821,346.95407,305.5136,337.43542,343.21866,382.57324,278.66788,381.50677,349.5643,433.08102,273.5582,403.9054,326.09497,380.59424,274.9284,382.14233,278.626,598.5954,309.31415,597.8037,368.80264,693.87524,293.56592,702.6936,436.73654,868.2666,317.81982,861.5141,466.00317
정면_누움,332.84912,346.7554,327.2862,331.10678,322.635,348.53998,342.8125,309.32785,333.9613,352.20724,379.97662,279.79312,369.09756,369.2255,412.63086,246.0426,386.5349,390.3371,390.36832,266.81256,368.75275,373.73233,591.80743,315.79767,581.7238,379.65912,721.53467,304.95084,709.86694,410.88998,875.6128,349.10535,865.2272,454.43402
정면_누움,333.0161,347.67822,327.279,332.0051,321.7591,348.4665,341.5211,309.53503,331.1206,350.0783,378.37567,286.79755,372.77145,358.85037,411.9191,261.15054,396.2317,355.1407,385.58878,261.01965,385.80594,300.54794,591.732,317.69397,584.688,373.64996,712.9706,314.88983,708.28564,410.73395,875.5918,359.17764,867.82056,456.22452
정면_누움,335.79694,346.29083,330.7973,331.70966,327.27777,346.6765,344.20428,304.57828,335.7593,341.9304,377.02783,275.47162,377.33713,351.5893,425.39697,270.5825,402.78748,333.89493,387.80722,284.5359,390.2071,286.61514,592.48785,303.61487,592.59454,366.08966,695.44885,288.9765,703.38074,436.318,866.82056,319.306,861.4541,469.45667
정면_누움,332.9149,344.19406,326.97852,329.1181,321.5257,346.8009,342.0973,310.29752,330.7019,354.0544,380.65604,282.9097,366.88635,372.91345,417.3169,243.69617,381.52087,392.50592,385.17773,256.01245,360.1021,386.72864,591.9303,317.05435,581.04834,380.601,710.65393,310.34488,703.2102,416.44345,866.60547,356.3028,859.878,463.69293
정면_누움,331.63412,342.20374,325.10812,330.3819,328.2558,343.81082,346.43637,304.57898,346.37866,338.6717,383.70496,271.24683,386.38412,348.2544,430.91373,272.46228,404.0418,324.64703,369.79895,272.34393,384.68192,272.99722,603.32654,290.8116,604.1122,356.7812,684.55853,270.46378,699.55756,444.1936,842.9042,299.97736,856.4823,477.39062
정면_누움,333.19174,348.6784,324.32605,332.63446,320.95142,354.2899,339.68463,312.02075,330.0194,362.45068,380.41727,290.11847,386.04156,378.52277,444.34793,328.44305,456.86005,432.23477,438.9243,366.9589,441.40137,400.33682,592.9994,306.30554,594.6489,368.7251,707.8533,299.46545,707.9014,407.6156,867.2695,338.06323,860.57465,448.99384
정면_누움,331.85623,352.48386,322.90933,338.71796,329.96014,355.51624,335.2439,303.2471,346.04004,344.4785,366.5521,259.32883,384.2601,353.57977,426.37247,277.73544,432.30188,373.1447,402.5922,333.7535,440.495,390.14194,593.54675,293.00916,601.9376,367.7102,687.78577,271.5768,704.5272,456.23535,847.1549,286.2041,855.2013,465.69684
정면_누움,327.44727,352.5893,320.3865,339.0614,319.37244,357.21045,331.81573,315.6498,331.7234,358.94788,366.72284,273.57904,362.07007,367.87872,414.32288,261.07938,417.62915,405.56622,407.52795,330.39252,472.1753,443.6092,581.674,298.5276,575.72894,370.59998,713.04083,283.94308,708.97504,421.51007,874.95294,305.97223,868.21045,444.71033
정면_누움,353.45792,371.43924,352.34,359.75208,354.61728,370.44916,383.209,324.81146,380.49692,352.0257,408.1238,278.11664,417.7085,354.01648,401.691,292.66986,418.0927,352.05637,309.1499,333.4262,343.50742,343.59882,618.83704,299.28058,620.25037,361.70242,694.80743,268.65692,702.04083,436.03644,848.459,289.3567,859.91766,457.08057
정면_누움,339.99985,371.78583,333.6885,356.18643,332.93506,372.49542,355.74536,326.03827,350.98233,366.7097,400.7946,291.4201,404.67535,375.51288,430.18225,295.86465,419.44623,382.2888,331.65878,324.29562,344.91278,348.86392,626.96387,309.77734,627.6443,370.17734,694.201,287.3698,701.9785,419.83728,867.8438,298.97302,862.1775,435.0567
정면_누움,344.67892,369.28284,336.32315,351.4721,335.71344,374.4447,355.70645,318.90756,351.37048,373.93573,400.08258,274.3418,398.81738,388.11478,436.33386,262.07193,414.01843,404.10782,336.08984,306.71542,343.9321,354.35693,620.94336,295.136,618.48413,369.97174,695.2789,277.65997,700.78284,432.37967,868.231,295.24255,865.44696,445.39798
정면_누움,349.9565,354.86102,343.3689,338.7221,343.76007,355.61746,364.11316,310.58246,361.55463,352.67145,405.1377,273.25122,405.7768,374.8809,428.7044,279.69086,413.668,400.29007,330.33963,311.2424,338.6756,343.2064,631.4176,302.9617,629.9973,373.3827,705.2979,280.38953,706.9331,432.09738,864.667,291.03467,857.5277,446.35583
정면_누움,350.15125,357.28146,344.09955,340.5334,341.64822,361.3631,364.7818,313.3841,356.84534,363.2601,410.23566,269.92032,401.3713,383.32806,446.1338,257.70813,413.622,407.4638,337.23422,303.63998,340.75504,351.82803,625.377,301.67834,619.33923,375.8049,697.70734,276.40732,704.6433,429.5302,865.74713,290.9369,864.7294,440.28934
정면_누움,346.18097,358.69208,340.18652,345.14908,341.606,357.78497,359.83777,319.2482,359.7014,351.66443,401.43338,289.28403,409.0432,365.56668,430.54907,300.56787,418.08035,367.9751,325.19913,318.76703,339.06238,331.4842,630.20703,309.7915,634.25916,368.93967,694.3827,281.12985,702.83246,423.5431,867.24347,298.21323,858.0901,446.52448
정면_누움,343.62552,361.00632,335.67053,343.3827,335.68753,364.6554,356.1995,312.64392,353.30737,364.15735,404.20053,271.28378,401.16797,386.60498,440.9851,261.13324,414.8772,407.27975,336.5944,302.21692,339.2061,353.6996,636.1367,305.6162,632.9318,381.86014,706.2491,276.834,710.3942,436.93753,867.7263,299.6278,864.9044,454.37274
정면_누움,338.64407,369.7782,329.65988,350.1195,328.52463,374.63107,351.6755,312.72583,345.98138,371.8619,395.78238,267.8116,396.0763,383.8612,424.43118,258.48578,411.8432,411.2695,334.22092,300.81436,333.84628,374.9237,617.3924,291.47852,613.5778,366.57416,708.9174,288.71176,705.2273,436.11792,871.21875,304.26767,862.0737,454.91467
정면_누움,343.51984,373.10632,334.85156,356.5868,335.932,369.5664,356.91046,319.32538,353.2899,354.70227,400.69385,294.967,413.06403,357.48077,414.66934,329.9305,416.07916,376.01685,316.45197,329.36652,330.75964,343.15057,632.3442,309.76517,636.68774,359.48764,704.4151,311.54803,704.0848,418.75592,870.28235,312.63776,853.6787,444.1115
정면_누움,338.8288,372.28833,330.89804,353.3423,329.87222,375.55466,354.17838,316.6505,349.1548,370.8982,398.871,272.82687,400.00366,385.56445,425.52484,262.32135,411.85138,410.30692,333.24054,303.50604,334.97653,369.53122,622.45123,299.7621,620.38367,372.83878,699.6104,289.33505,699.75793,434.78003,863.77423,299.62997,858.59985,447.3973
정면_누움,343.40823,366.25262,333.69806,347.69354,332.7942,371.1871,355.96997,313.3505,350.7744,370.5229,406.80533,273.5296,403.49628,380.96518,441.00232,266.0586,407.0242,407.59796,343.91684,302.5032,331.7925,369.49286,626.0552,297.015,621.8086,365.94678,694.5615,294.80737,696.1007,425.43246,868.8263,300.07767,860.9817,437.64734
정면_누움,340.78583,364.14572,333.37177,348.1855,334.20175,362.42346,356.8078,316.49118,354.23987,353.46262,402.44855,290.15454,410.24,362.6939,420.11334,314.94116,412.69592,379.69293,319.87167,319.67316,328.55542,343.36688,634.20105,311.99487,636.31934,367.2901,704.2106,304.3653,707.0629,425.5864,867.5231,302.7949,857.4033,439.1488
정면_누움,337.8569,362.05313,329.0473,343.19812,327.53796,369.08975,352.30536,311.01096,346.2098,372.36414,400.2177,268.80582,396.5346,387.17862,438.7246,252.9335,409.56726,411.05273,344.4156,293.2832,335.84854,371.9998,609.05493,299.57025,604.86755,375.23016,698.0492,289.26508,700.74005,439.2648,870.7667,298.17175,867.0695,450.79358
정면_누움,339.7267,361.95465,331.8434,344.39307,330.5813,366.18768,355.0855,312.70807,348.4816,365.38818,401.4707,274.83374,397.1587,378.8254,437.836,270.0646,405.37793,398.9917,342.22678,301.67593,332.22406,360.32886,613.9338,296.28357,609.5633,365.81866,696.97217,288.68457,696.0129,431.16577,872.8695,299.2702,862.78503,447.21326
정면_누움,343.95514,370.75946,330.87286,351.17993,337.39267,378.05618,352.90054,306.99942,359.0873,369.6322,379.81506,264.89194,405.85187,379.57535,434.4049,282.89935,466.30783,420.90924,400.94153,358.96317,505.34192,480.24722,598.9355,282.1438,609.8803,366.63602,689.5862,269.0267,708.7939,465.93634,850.584,285.44595,866.8474,482.17755
정면_누움,338.43268,359.3897,328.20004,342.26697,332.34006,363.8816,347.86237,306.70435,349.99936,358.70184,385.09164,265.80493,394.27335,379.25647,452.62427,272.96262,441.89157,417.73972,434.17444,323.76416,477.21564,467.13855,614.6634,289.00955,619.25665,372.05804,695.55725,271.84027,708.4557,464.6812,851.36127,287.51892,858.7956,476.8244
정면_누움,332.84332,354.70062,323.06522,341.88528,323.40552,363.17188,335.7082,321.25934,332.90112,371.4743,375.57425,280.46057,374.95953,388.6011,438.47418,251.74408,446.01825,428.17572,421.75494,316.71613,497.89487,484.3994,584.3736,300.9718,582.65247,377.89633,716.44147,281.387,714.65906,423.16595,871.03455,323.1657,869.449,461.19427
정면_누움,331.37427,353.50598,324.21667,341.2517,321.62396,361.48795,338.36224,319.0388,331.75922,367.06146,387.29706,284.22577,373.73596,380.8014,435.238,266.34814,436.0454,427.98163,425.9614,335.71783,490.27582,480.98236,588.3523,313.46005,579.5923,382.43372,708.41833,299.7742,707.45654,425.5146,851.1898,319.2226,859.4619,444.78665
정면_누움,351.30685,380.66626,337.45044,360.16998,341.2685,387.86603,347.46216,312.91455,348.77338,378.67468,376.17996,263.1857,394.0182,378.38727,429.4366,267.26935,439.22626,403.03055,398.6671,331.4797,454.18695,448.1059,591.8678,281.6022,598.4071,364.1588,691.3175,275.70197,707.65533,460.85052,851.5474,289.52136,858.37024,472.01514
정면_누움,346.76276,376.44055,332.56598,360.5642,334.00693,384.82123,334.26038,329.3341,335.74854,387.47015,374.84106,283.3507,380.14694,391.8057,432.01147,254.87872,443.97263,430.781,421.32965,328.65494,500.80206,488.84595,596.59515,311.0258,597.7334,386.98627,718.8869,290.82095,724.23706,417.2013,875.6951,322.39795,878.0632,447.1878
정면_누움,347.49423,369.04004,334.8072,351.95703,335.97092,376.99936,342.53845,319.287,341.27203,378.94366,385.03442,273.66586,388.10138,391.6936,457.78296,245.93793,454.38696,427.96686,424.04343,277.9525,505.16504,473.0385,606.00323,299.94724,607.7181,380.89185,697.1287,283.88983,708.16797,445.94998,864.69,303.03912,871.1896,466.33234
정면_누움,341.65164,367.75128,329.2032,349.7136,334.3522,373.7356,343.75717,310.9857,347.95856,368.67294,380.4767,264.33316,389.9156,383.1796,446.4792,261.60272,442.0619,422.20886,419.09012,305.17535,469.84244,463.59192,606.6663,293.73874,609.2326,378.48672,699.34595,274.4062,707.21844,461.82147,848.5226,286.85577,858.26117,472.87668
정면_누움,339.29208,369.6832,326.92426,352.06073,333.48227,374.60223,339.58804,310.89615,346.8105,365.25797,371.8089,263.64893,387.04593,377.57022,441.95816,272.22238,442.1624,418.2802,424.95496,332.33948,467.19962,463.42896,596.10187,290.98566,602.4565,374.2015,695.0567,273.7502,703.54944,461.389,850.6022,289.4029,858.5414,474.45483
정면_누움,342.9224,368.20175,330.28442,350.55222,336.391,373.45544,343.01428,310.36987,349.28397,365.71942,376.03076,264.5684,391.04742,380.0748,446.90906,267.70593,446.3282,418.95825,429.88812,317.36136,477.7403,471.9536,602.79614,291.92877,609.61285,376.23947,696.34796,269.31,706.91724,460.11652,852.3146,286.487,861.23065,474.69574
정면_누움,338.0899,363.92642,326.69675,349.94144,326.95825,371.48395,335.47443,324.6089,334.44385,376.474,374.12012,282.8113,376.89417,385.5632,431.86255,263.46033,446.39746,430.15598,428.44763,324.39548,498.7741,486.51636,585.8374,302.663,585.86633,375.89523,711.1065,288.57056,711.9551,414.82727,869.00244,315.19778,872.2577,447.45328
정면_누움,341.35834,370.5476,329.54825,351.8465,334.62308,374.66812,343.1805,310.61304,347.3961,365.69073,378.52283,264.33597,389.86057,380.9921,446.6512,271.54224,442.19202,419.82275,423.0181,327.45663,471.20166,468.255,611.0441,299.7489,615.7692,384.94342,702.11304,273.8426,714.8308,468.3783,849.7931,285.15015,861.27496,477.13336
정면_누움,341.93286,364.1341,330.05054,350.40125,330.3526,372.65698,335.4851,324.57578,334.82663,377.87335,372.09454,282.22687,375.88232,385.28897,429.80643,256.88324,445.08917,426.69913,425.2114,321.52197,498.82397,482.12952,580.4142,298.3011,580.7234,371.04224,706.86096,294.7434,705.6974,417.085,875.9148,326.38208,874.2914,451.1427
정면_누움,339.6809,365.088,327.65674,350.74554,328.58386,372.59485,333.88058,323.4066,334.1321,376.0501,372.5264,280.21326,375.48206,385.40686,429.71436,258.6077,446.1599,427.7066,423.47952,332.91956,499.3187,484.69257,586.95685,304.9231,586.7634,380.04147,721.1837,289.75104,721.9201,419.49548,872.15137,323.44305,875.6472,454.52618
정면_누움,344.98953,367.02112,331.49982,349.8173,334.1257,375.07764,336.7943,315.2724,340.12527,375.33258,372.87695,270.75363,385.14453,386.67526,449.92853,261.5858,454.0103,424.88824,435.7181,314.19412,504.10324,473.48425,595.5225,296.18283,603.07434,378.39514,698.23035,274.34528,714.5013,443.6911,869.06714,294.60498,875.4957,464.64734
정면_누움,340.217,367.52493,327.86127,352.73065,328.8094,374.2386,334.23932,323.71603,334.25238,375.80933,373.2127,281.70483,377.33643,382.04846,429.83774,263.76187,446.30725,426.6383,424.9379,330.9674,500.57623,484.60303,586.32935,301.3773,586.6452,373.07986,712.4352,295.6629,711.1896,415.7478,870.1321,321.47092,870.98535,448.1104
정면_누움,339.97165,367.67316,328.58807,350.6328,332.7171,372.97137,343.47528,312.10092,345.33246,366.19504,379.4043,265.84964,386.89896,375.20865,446.07748,269.55203,434.71564,406.56143,422.01636,319.66718,454.56155,449.01083,602.685,292.508,603.9299,372.7223,696.6588,277.2007,702.22424,459.17596,848.8877,287.78687,851.6955,471.58838
정면_누움,317.68042,344.07364,304.91913,325.50464,311.98596,347.72888,328.27896,284.22247,335.3299,338.4696,372.84927,248.06259,381.9,357.08044,450.38702,277.36365,444.4416,420.8601,433.42438,324.83655,474.44806,461.67273,602.8293,277.23035,604.3181,356.82373,691.07416,284.82245,692.8857,458.50305,842.9775,282.399,851.105,464.90427
정면_누움,321.01233,345.7281,309.59753,327.33972,312.11954,352.62866,323.79935,292.93008,327.27777,351.85773,366.8585,257.55344,375.44446,372.12595,448.9759,260.71558,445.78925,417.51407,431.631,317.34784,497.3961,473.0111,594.26483,303.4095,598.93463,386.5659,699.99335,274.74423,713.91473,455.36163,869.96875,297.3849,872.97424,474.54022
정면_누움,320.48163,331.43176,309.56638,314.4352,311.53287,337.8267,322.89166,284.26498,325.11295,339.41388,366.4411,252.78491,370.3388,361.9679,445.9114,258.8702,443.34808,412.91235,433.62134,319.51978,493.01343,470.75714,588.7407,294.80072,589.84686,374.36102,703.01544,277.13995,709.1664,445.71414,864.3973,300.4284,866.5182,467.29572
정면_누움,343.15103,380.6197,330.77042,361.76422,335.44598,386.62634,346.24472,319.1089,349.60275,378.42377,383.277,270.76605,395.74384,386.7136,447.55005,269.85266,446.45016,420.24698,423.86725,321.05994,469.72467,457.33624,610.7087,294.7105,614.646,376.9448,695.37317,284.79803,703.9242,465.87424,850.04785,289.95035,859.4155,466.69824
정면_누움,347.37198,382.89514,335.08423,363.50876,340.78043,387.90222,349.3654,312.23526,355.2128,370.99445,371.32642,261.14514,400.0957,370.28848,413.2469,277.84097,443.29944,402.9629,407.74588,337.5071,469.91486,461.6491,600.8544,290.8325,613.0209,372.73383,690.14185,269.15173,705.0381,458.96408,850.70654,278.48227,856.1045,470.7083
